# AiPinyin 词典 — 自动生成，请勿手动编辑
# 格式: 拼音,汉字,权重
# 共 47622 条
mianchizhigong,渑池之功,60
yurendeli,渔人得利,60
yuduoqinmou,渔夺侵牟,60
yuzheng,渔政,100
yuwengdeli,渔翁得利,60
yuyangpigu,渔阳鞞鼓,60
qudao,渠道,100
dutou,渡头,100
zhatu,渣土,100
wenqingdingxing,温凊定省,60
wenhe,温和,100
wensu,温宿,100
wencha,温差,100
wenxishanzhen,温席扇枕,60
wendu,温度,100
wendubiao,温度表,60
wenduji,温度计,60
wenqingmomo,温情脉脉,60
wenkong,温控,100
wenguzhixin,温故知新,60
wenzhenshanxi,温枕扇席,60
wenroudunhou,温柔敦厚,60
wenrunerze,温润而泽,60
wenqinshanzhen,温衾扇枕,60
wenjue,温觉,100
gangyuan,港元,100
gangwu,港务,100
gangwuju,港务局,60
gangwujiandu,港务监督,60
gangkou,港口,100
gangweier,港味儿,60
gangshang,港商,100
gangke,港客,100
gangbi,港币,100
gangcha,港汊,100
gangwan,港湾,100
gangao,港澳,100
gangjing,港警,100
ganghuo,港货,100
gangzi,港资,100
kechenwanhu,渴尘万斛,60
kenian,渴念,100
kepan,渴盼,100
kejibenquan,渴骥奔泉,60
youxing,游兴,100
yourenyouyu,游刃有余,60
youyong,游勇,100
youyi,游医,100
youhuimozhuan,游回磨转,60
youyuan,游园,100
youyuanhui,游园会,60
youshanwanjing,游山玩景,60
youlang,游廊,100
youbiyoufang,游必有方,60
yousiwangxiang,游思妄想,60
youxisanmei,游戏三昧,60
youxirenshi,游戏人世,60
youxirenjian,游戏人间,60
youxika,游戏卡,60
youxichenhuan,游戏尘寰,60
youxibimo,游戏笔墨,60
youxihanmo,游戏翰墨,60
youshouhaoxian,游手好闲,60
youbiaokachi,游标卡尺,60
youyongkucha,游泳裤衩,60
youmuchengguan,游目骋观,60
youyibuding,游移不定,60
youcheng,游程,100
youyiji,游艺机,60
youdangbuji,游荡不羁,60
youfengxidie,游蜂戏蝶,60
youshui,游说,100
youyu,游鱼,100
miaobuzudao,渺不足道,60
miaowuyinxin,渺无音信,60
miaomiao,渺渺,100
miaoyuan,渺远,100
jianxi,湔洗,100
huguang,湖光,100
hubei,湖北,100
hubeidagu,湖北大鼓,60
hunan,湖南,100
huguang,湖广,100
huxin,湖心,100
hucha,湖汊,100
hupo,湖泊,100
huze,湖泽,100
hutian,湖田,100
hubi,湖笔,100
hulv,湖绿,100
huse,湖色,100
hulan,湖蓝,100
xiangfuren,湘夫人,60
xiangfeizhu,湘妃竹,60
xiangfangyan,湘方言,60
xianglian,湘莲,100
xiangyu,湘语,100
zhanenwanghui,湛恩汪濊,60
jiaoai,湫隘,100
yanmo,湮没,100
yanmowuwen,湮没无闻,60
yanmie,湮灭,100
wantou,湾头,100
wanbo,湾泊,100
shihuhu,湿乎乎,60
shidi,湿地,100
shidu,湿度,100
shiduji,湿度计,60
shilinlin,湿淋淋,60
shire,湿热,100
shiroubanganchai,湿肉伴干柴,30
kuibuchengjun,溃不成军,60
kuiluan,溃乱,100
kuibing,溃兵,100
kuibingyouyong,溃兵游勇,60
kuijun,溃军,100
kuijue,溃决,100
kuiwei,溃围,100
kuidi,溃堤,100
kuisan,溃散,100
kuimin,溃民,100
kuimie,溃灭,100
kuilan,溃烂,100
kuiyang,溃疡,100
huinong,溃脓,100
kuibai,溃败,100
kuitui,溃退,100
kuitao,溃逃,100
jianshe,溅射,100
jianshui,溅水,100
jianwu,溅污,100
jianshi,溅湿,100
jianluo,溅落,100
tangbian,溏便,100
yuandi,源地,100
yuantou,源头,100
yuantouhuoshui,源头活水,60
yuanquanwanhu,源泉万斛,60
yuanyuan,源源,100
yuanyuanbuduan,源源不断,60
yuanyuanbujue,源源不绝,60
yuanyuanliuchang,源远流长,60
kexianzhaolu,溘先朝露,60
keranchangwang,溘然长往,60
keranchangshi,溘然长逝,60
liuzhihuye,溜之乎也,60
liuzhidaji,溜之大吉,60
liuguang,溜光,100
liubing,溜冰,100
liubingchang,溜冰场,60
liuhao,溜号,100
liuyuan,溜圆,100
liuzi,溜子,100
liukai,溜开,100
liudiao,溜掉,100
liuhanbing,溜旱冰,60
liucao,溜槽,100
liuliu,溜溜,100
liuliuzhuan,溜溜转,60
liuhua,溜滑,100
liusuo,溜索,100
liujianbang,溜肩膀,60
liuzou,溜走,100
liubian,溜边,100
liuda,溜达,100
liuxupaima,溜须拍马,60
yijia,溢价,100
yimei,溢美,100
yimeizhiyu,溢美之语,60
yimeiyiwu,溢美溢恶,60
putiantongqing,溥天同庆,60
putianshuaitu,溥天率土,60
xishui,溪水,100
sushuixingzhou,溯水行舟,60
suliuzhuiyuan,溯流追源,60
suduanjingwei,溯端竟委,60
yinliu,溵溜,100
ronghua,溶化,100
ronghe,溶合,100
rongdou,溶斗,100
rongrong,溶溶,100
rongxue,溶血,100
rongjie,溶解,100
rongjiedu,溶解度,60
niying,溺婴,100
nixinmiezhi,溺心灭质,60
nisi,溺死,100
nishui,溺水,100
niai,溺爱,100
rushu,溽暑,100
rure,溽热,100
pangtuodayu,滂沱大雨,60
dianju,滇剧,100
zimannantu,滋蔓难图,60
zizhang,滋长,100
ziyin,滋阴,100
huabujiliu,滑不唧溜,60
huabingchang,滑冰场,60
huatianxiazhidaji,滑天下之大稽,30
huatou,滑头,100
huatouhuanao,滑头滑脑,60
huanen,滑嫩,100
huaniyangbo,滑泥扬波,60
huarun,滑润,100
hualiu,滑溜,100
huashuang,滑爽,100
huashi,滑石,100
huashifen,滑石粉,60
huaji,滑稽,100
huajiju,滑稽剧,60
huajixi,滑稽戏,60
hualuo,滑落,100
huaxing,滑行,100
huache,滑车,100
huadao,滑道,100
huaxueshan,滑雪衫,60
taotian,滔天,100
taotiandazui,滔天大罪,60
taotianzuixing,滔天罪行,60
taotaobujin,滔滔不尽,60
taotaobuduan,滔滔不断,60
taotaobujie,滔滔不竭,60
taotaobujue,滔滔不绝,60
taotaogugu,滔滔汩汩,60
gundongshi,滚动式,60
gundongzhoucheng,滚动轴承,60
gunmu,滚木,100
gunzhuzhoucheng,滚柱轴承,60
gunti,滚梯,100
gunre,滚热,100
gunzhuzhoucheng,滚珠轴承,60
gunfan,滚翻,100
gunluo,滚落,100
gunlun,滚轮,100
gunzhou,滚轴,100
gunxueqiu,滚雪球,60
gunlei,滚雷,100
zhihong,滞洪,100
manbuzaihu,满不在乎,60
manbuzaiyi,满不在意,60
manfen,满分,100
manqin,满勤,100
manyuan,满员,100
manzuofengsheng,满坐风生,60
manchengfengyu,满城风雨,60
mantanghong,满堂红,60
manchu,满处,100
mantianxingdou,满天星斗,60
manzuofengsheng,满座风生,60
manhuaixinxin,满怀信心,60
mandamansuan,满打满算,60
manqi,满期,100
manjianghong,满江红,60
manmandangdang,满满当当,60
manmuqiliang,满目凄凉,60
manzhikongyan,满纸空言,60
manerbuyi,满而不溢,60
manlianchunfeng,满脸春风,60
manfulaosao,满腹牢骚,60
manfuhuyi,满腹狐疑,60
manfuyituan,满腹疑团,60
manfujinglun,满腹经纶,60
manxiuchunfeng,满袖春风,60
manfuhe,满负荷,60
manzai,满载,100
manzaiergui,满载而归,60
manmianchunfeng,满面春风,60
manmianhongguang,满面红光,60
lvguo,滤过,100
lanfa,滥发,100
lanbu,滥捕,100
lanyuchongshu,滥竽充数,60
landiao,滥调,100
binhaiqu,滨海区,60
tandi,滩地,100
tantou,滩头,100
tanyang,滩羊,100
dishuibulou,滴水不漏,60
dishuibuchan,滴水不羼,60
dishuichuanshi,滴水穿石,60
dishuinanxiao,滴水难消,60
ditang,滴淌,100
diliuer,滴溜儿,60
diliuliu,滴溜溜,60
dididada,滴滴答答,60
dida,滴答,100
diluo,滴落,100
dichong,滴虫,100
diluyanzhu,滴露研朱,60
diluyanzhu,滴露研珠,60
piaoliang,漂亮,100
piaolianghua,漂亮话,60
piaoer,漂儿,100
piaoran,漂染,100
piaomujinfan,漂母进饭,60
piaobo,漂泊,100
piaobowuding,漂泊无定,60
piaoxi,漂洗,100
piaoliu,漂流,100
piaofu,漂浮,100
piaohai,漂海,100
piaoyou,漂游,100
piaopiao,漂漂,100
piaobai,漂白,100
piaobaifen,漂白粉,60
piaoli,漂砾,100
piaoyi,漂移,100
piaopengduangeng,漂蓬断梗,60
piaolingpengduan,漂零蓬断,60
qibaoxian,漆包线,60
qijiang,漆匠,100
qihua,漆画,100
qipi,漆皮,100
louguang,漏光,100
louzhinanman,漏卮难满,60
louye,漏夜,100
louzi,漏子,100
loujingenglan,漏尽更阑,60
loujinzhongming,漏尽钟鸣,60
loujinzhongming,漏尽锺鸣,60
loubao,漏报,100
loudou,漏斗,100
loujian,漏检,100
louxie,漏泄,100
louxietianji,漏泄天机,60
louxiechunguang,漏泄春光,60
louwang,漏网,100
loufeng,漏风,100
yanbingchang,演兵场,60
yanhua,演化,100
yanyuan,演员,100
yanzoujia,演奏家,60
yanxi,演戏,100
yanboting,演播厅,60
yanqi,演期,100
yanzhiyuan,演职员,60
yanshuo,演说,100
mobuguanxin,漠不关心,60
mobuxiangguan,漠不相关,60
mobei,漠北,100
monan,漠南,100
momo,漠漠,100
hanzang,漢藏,100
xuanwo,漩涡,100
manbujiayi,漫不加意,60
manbujingxin,漫不经心,60
manbujingyi,漫不经意,60
manjuan,漫卷,100
manfanshe,漫反射,60
mandimantian,漫地漫天,60
mantianzadi,漫天匝地,60
mantianjiaojia,漫天叫价,60
mantiandahuang,漫天大谎,60
mantiankaijia,漫天开价,60
mantianyandi,漫天掩地,60
mantiangaidi,漫天盖地,60
mantianyaojia,漫天要价,60
mantianguohai,漫天过海,60
mantianbiandi,漫天遍地,60
manshansaiye,漫山塞野,60
mantiaosili,漫条斯理,60
manliu,漫流,100
manguan,漫灌,100
manbi,漫笔,100
mancanghuidao,漫藏诲盗,60
manhua,漫话,100
manshuo,漫说,100
mantan,漫谈,100
mandao,漫道,100
manchang,漫长,100
tahe,漯河,100
shuxi,漱洗,100
shuliuzhenshi,漱流枕石,60
shushizhenliu,漱石枕流,60
xiaosa,潇洒,100
xiaosafengliu,潇洒风流,60
xiaoxiao,潇潇,100
lianyan,潋滟,100
panduola,潘多拉,60
panwenlezhi,潘文乐旨,60
qianfuqi,潜伏期,60
qianxiuyinde,潜休隐德,60
qianguangyinde,潜光隐德,60
qianguangyinyao,潜光隐耀,60
qiantaici,潜台词,60
qianhui,潜回,100
qianshanyinshi,潜山隐市,60
qiandemixing,潜德秘行,60
qiandeyinxing,潜德隐行,60
qianyishi,潜意识,60
qianshuiyuan,潜水员,60
qianshuibeng,潜水泵,60
qianliu,潜流,100
qianxiaomohua,潜消默化,60
qianzianzhang,潜滋暗长,60
qianrumohua,潜濡默化,60
qianrumobei,潜濡默被,60
qianshenheigui,潜神嘿规,60
qianyiheiduo,潜移嘿夺,60
qianyianhua,潜移暗化,60
qianyimohua,潜移默化,60
qianyimozhuan,潜移默转,60
qianjingyansi,潜精研思,60
qianjingjisi,潜精积思,60
qianneng,潜能,100
qianhang,潜航,100
qiancang,潜藏,100
qianxue,潜血,100
qianxing,潜行,100
qianzongyinji,潜踪隐迹,60
qianfan,潜返,100
qianyin,潜隐,100
huangchinongbing,潢池弄兵,60
huangchidaonong,潢池盗弄,60
liaodao,潦倒,100
laoyuanjintian,潦原浸天,60
liaocao,潦草,100
chaohuhu,潮乎乎,60
chaoju,潮剧,100
chaotou,潮头,100
chaocha,潮差,100
chaoyong,潮涌,100
chaorun,潮润,100
chaozhangchaoluo,潮涨潮落,60
chaohong,潮红,100
chaojie,潮解,100
shanshan,潸潸,100
shanran,潸然,100
chengjing,澄净,100
chengsimiaolv,澄思渺虑,60
chengming,澄明,100
chengjiang,澄江,100
chengjiangrulian,澄江如练,60
chengtai,澄汰,100
dengsha,澄沙,100
dengshataili,澄沙汰砾,60
chengqing,澄清,100
chengqingtianxia,澄清天下,60
chengche,澄澈,100
chengbi,澄碧,100
chengshenlixing,澄神离形,60
dengjie,澄结,100
chengying,澄莹,100
chedichengqing,澈底澄清,60
landaobosui,澜倒波随,60
aodaliya,澳大利亚,60
aodaliyaren,澳大利亚人,30
aokang,澳抗,100
tantai,澹台,100
danboguayu,澹泊寡欲,60
dandan,澹澹,100
jiguangzhaopai,激光照排,60
jiqie,激切,100
jihua,激化,100
jifa,激发,100
jibian,激变,100
jijiang,激将,100
jijiangfa,激将法,60
jifentianying,激忿填膺,60
jiyang,激扬,100
jibotingjiao,激薄停浇,60
jijinfenzi,激进分子,60
jijinpai,激进派,60
haoliangzhishang,濠梁之上,60
zhuowuyangqing,濯污扬清,60
zhuozhuo,濯濯,100
zhuozuzhuoying,濯足濯缨,60
pubu,瀑布,100
hanhai,瀚海,100
yingtai,瀛台,100
guanzhi,灌制,100
guanqu,灌区,100
guanfumazuo,灌夫骂坐,60
guanfumazuo,灌夫骂座,60
guanxi,灌洗,100
guanjiang,灌浆,100
guanqu,灌渠,100
guangaiqu,灌溉渠,60
guanmitang,灌米汤,60
guanzhuang,灌装,100
guanding,灌顶,100
huoshangjiayou,火上加油,60
huoshangnongbing,火上弄冰,60
huoshangjiaoyou,火上浇油,60
huoshangtianyou,火上添油,60
huozhongquli,火中取栗,60
huomaosanzhang,火冒三丈,60
huomaosanchi,火冒三尺,60
huolifadian,火力发电,60
huohua,火化,100
huohuachang,火化场,60
huochang,火场,100
huofu,火夫,100
huotou,火头,100
huotoushang,火头上,60
huotoujun,火头军,60
huoqihuizi,火妻灰子,60
huojinhuileng,火尽灰冷,60
huojinxinchuan,火尽薪传,60
huoshantanghai,火山汤海,60
huobing,火并,100
huojihuoliao,火急火燎,60
huoba,火把,100
huobajie,火把节,60
huopin,火拼,100
huonian,火捻,100
huoxingzi,火星子,60
huojujihua,火炬计划,60
huopao,火炮,100
huoshaohuoliao,火烧火燎,60
huota,火燵,100
huodianzhan,火电站,60
huoshi,火石,100
huozhong,火种,100
huolong,火笼,100
huojianpao,火箭炮,60
huohong,火红,100
huoguaner,火罐儿,60
huogengshuizhong,火耕水种,60
huogengliuzhong,火耕流种,60
huoyaoku,火药库,60
huoshe,火蛇,100
huoche,火车,100
huochetou,火车头,60
miewang,灭亡,100
mieyingzhuifeng,灭景追风,60
miecizhaoshi,灭此朝食,60
miehuoji,灭火剂,60
miezhong,灭种,100
miejun,灭菌,100
denghui,灯会,100
dengtai,灯台,100
dengtou,灯头,100
dengjinyougan,灯尽油干,60
dengnian,灯捻,100
dengyun,灯晕,100
dengpao,灯泡,100
denghuowanjia,灯火万家,60
denglong,灯笼,100
denglongku,灯笼裤,60
dengxiang,灯箱,100
denghongjiulv,灯红酒绿,60
dengjie,灯节,100
dengxin,灯芯,100
dengepuhuo,灯蛾扑火,60
dengyu,灯语,100
dengshi,灯饰,100
huibuliudiu,灰不溜丢,60
huifen,灰分,100
huihua,灰化,100
huitoutulian,灰头土脸,60
huitoutumian,灰头土面,60
huixinsangyi,灰心丧意,60
huixinsangqi,灰心丧气,60
huichenchen,灰沉沉,60
huisha,灰沙,100
huijiang,灰浆,100
huiliuliu,灰溜溜,60
huiseshouru,灰色收入,60
huimengmeng,灰蒙蒙,60
huizhi,灰质,100
huishenfengu,灰身粉骨,60
huiqumigu,灰躯糜骨,60
lingbian,灵便,100
lingmindu,灵敏度,60
lingmao,灵猫,100
lingzhicao,灵芝草,60
lingshe,灵蛇,100
lingshezhizhu,灵蛇之珠,60
lingche,灵车,100
lingzhangmu,灵长目,60
zaotai,灶台,100
zaotou,灶头,100
zaowangye,灶王爷,60
zaojian,灶间,100
jiuaifentong,灸艾分痛,60
zhuoaifentong,灼艾分痛,60
zhuojian,灼见,100
zhuojianzhenzhi,灼见真知,60
zaiqu,灾区,100
zainan,灾难,100
zainanshenzhong,灾难深重,60
canruofanxing,灿若繁星,60
lutai,炉台,100
luwa,炉瓦,100
luganshi,炉甘石,60
lubizi,炉箅子,60
lumen,炉门,100
chuishiyuan,炊事员,60
chuishiban,炊事班,60
chuishazuomi,炊沙作糜,60
chuishazuofan,炊沙作饭,60
chuishachengfan,炊沙成饭,60
chuishaloubing,炊沙镂冰,60
chuixianluqing,炊鲜漉清,60
yanliang,炎凉,100
yanliangshitai,炎凉世态,60
yanzheng,炎症,100
yanhuangzisun,炎黄子孙,60
chaodipi,炒地皮,60
chaoganer,炒肝儿,60
chaogupiao,炒股票,60
kangji,炕几,100
kangtou,炕头,100
kangshao,炕梢,100
zhishoukere,炙手可热,60
xuanqizhengsheng,炫奇争胜,60
xuanqiaodouyan,炫巧斗妍,60
xuanyizhengqi,炫异争奇,60
xuannong,炫弄,100
xuanzhougaoye,炫昼缟夜,60
xuanyugushi,炫玉贾石,60
xuanshiweiyu,炫石为玉,60
tanhua,炭化,100
tanhuopen,炭火盆,60
paozhang,炮仗,100
paowei,炮位,100
paobing,炮兵,100
paofengpenglong,炮凤烹龙,60
paoji,炮击,100
paozhi,炮制,100
paokou,炮口,100
paotai,炮台,100
paota,炮塔,100
paozier,炮子儿,60
paozuo,炮座,100
paodan,炮弹,100
paozhan,炮战,100
paoshou,炮手,100
paolou,炮楼,100
paohuo,炮火,100
paohuoliantian,炮火连天,60
paohui,炮灰,100
paoluo,炮烙,100
paoyan,炮眼,100
paozhu,炮竹,100
paotongzi,炮筒子,60
paotang,炮膛,100
paojian,炮舰,100
paoting,炮艇,100
paoyi,炮衣,100
paoche,炮车,100
paolongpengfeng,炮龙烹凤,60
jiongjiongyoushen,炯炯有神,60
foubiekuaili,炰鳖脍鲤,60
bingruguanhuo,炳如观火,60
bingruorixing,炳若日星,60
bingruoguanhuo,炳若观火,60
zhawanzi,炸丸子,60
zhayuanxiao,炸元宵,60
zhatudoutiao,炸土豆条,60
zhadan,炸弹,100
zhadankeng,炸弹坑,60
zhahui,炸毁,100
zhayoutiao,炸油条,60
zhayoubing,炸油饼,60
zhapengdaxia,炸烹大虾,60
zhapo,炸破,100
zhasui,炸碎,100
zhawo,炸窝,100
zhagao,炸糕,100
zharouwanzi,炸肉丸子,60
zhayao,炸药,100
zhayaobao,炸药包,60
zhaxia,炸虾,100
zhalie,炸裂,100
zhajiang,炸酱,100
zhaguo,炸锅,100
zhalei,炸雷,100
zhayu,炸鱼,100
zhajidan,炸鸡蛋,60
dianhua,点化,100
dianfa,点发,100
dianhao,点号,100
diantou,点头,100
diantouzhijiao,点头之交,60
diantouhuiyi,点头会意,60
diantouzazui,点头咂嘴,60
diantouhayao,点头哈腰,60
dianshe,点射,100
dianjiang,点将,100
dianxinrangzi,点心瓤子,60
dianshouhuajiao,点手划脚,60
dianzhihuajiao,点指划脚,60
dianshu,点数,100
dianshuibulou,点水不漏,60
diandeng,点灯,100
dianpao,点炮,100
dianzhao,点着,100
dianshiweijin,点石为金,60
dianshichengjin,点石成金,60
dianzhong,点种,100
dianxiongxiyan,点胸洗眼,60
dianjinfashu,点金乏术,60
dianjinwushu,点金无术,60
lianju,炼句,100
lianyouchang,炼油厂,60
lianshibutian,炼石补天,60
lianjinshu,炼金术,60
liangang,炼钢,100
chisheng,炽盛,100
shuoshiliujin,烁石流金,60
lanni,烂泥,100
lannitang,烂泥塘,60
lanhu,烂糊,100
lanruopizhang,烂若披掌,60
lanruopijin,烂若披锦,60
lanruoshujin,烂若舒锦,60
lanzuiruni,烂醉如泥,60
lanejiaotou,烂额焦头,60
liejunshu,烈军属,60
lienv,烈女,100
lieshu,烈属,100
liedu,烈度,100
liehuoganchai,烈火干柴,60
liehuojianzhenjin,烈火见真金,30
liefeng,烈风,100
hongtangdaxiao,烘堂大笑,60
honggan,烘干,100
hongganji,烘干机,60
hongfang,烘房,100
honglong,烘笼,100
laoyin,烙印,100
laohen,烙痕,100
laohua,烙花,100
laotie,烙铁,100
laobing,烙饼,100
zhutai,烛台,100
zhuzhaoshuji,烛照数计,60
yanbuchuhuobujin,烟不出火不进,30
yanyunguoyan,烟云过眼,60
yanjuan,烟卷,100
yanjuaner,烟卷儿,60
yanye,烟叶,100
yanzuier,烟嘴儿,60
yantou,烟头,100
yanmudan,烟幕弹,60
yandou,烟斗,100
yangan,烟杆,100
yandu,烟毒,100
yanpao,烟泡,100
yanxiaoyunsan,烟消云散,60
yanxiaowusan,烟消雾散,60
yanxun,烟熏,100
yanxunhuoliao,烟熏火燎,60
yantong,烟筒,100
yanjuboshu,烟聚波属,60
yangao,烟膏,100
yanhuafengyue,烟花风月,60
yansuoyuli,烟蓑雨笠,60
yanshimeixing,烟视媚行,60
yanyu,烟雨,100
yanwudan,烟雾弹,60
yanfeiyusan,烟霏雨散,60
yanfeixingsan,烟飞星散,60
kaozhi,烤制,100
fandu,烦渎,100
fanmen,烦闷,100
fannan,烦难,100
shaohua,烧化,100
shaoxiguanhuo,烧犀观火,60
shaojie,烧结,100
huibing,烩饼,100
tangfa,烫发,100
tangtou,烫头,100
tangxi,烫洗,100
rezhong,热中,100
rechuandao,热传导,60
reqie,热切,100
regongdangliang,热功当量,60
rehua,热化,100
reya,热压,100
rekezhishou,热可炙手,60
rehuo,热和,100
rehonghong,热哄哄,60
redi,热地,100
rechuli,热处理,60
redu,热度,100
redekuai,热得快,60
rebo,热播,100
rexiaoying,热效应,60
rehefanying,热核反应,60
rehezhadan,热核炸弹,60
redu,热毒,100
reshuizao,热水澡,60
retang,热汤,100
rehuochaotian,热火朝天,60
reaofanbing,热熬翻饼,60
redianchang,热电厂,60
rezheng,热症,100
rexiandianhua,热线电话,60
reluo,热络,100
reneng,热能,100
recai,热菜,100
rexue,热血,100
rexuedongwu,热血动物,60
rexuefeiteng,热血沸腾,60
refushe,热辐射,60
reliang,热量,100
reguoshangdemayi,热锅上的蚂蚁,30
reguoshangmayi,热锅上蚂蚁,30
reguoshanglouyi,热锅上蝼蚁,30
refeng,热风,100
pengquancanggong,烹犬藏弓,60
penggoucanggong,烹狗藏弓,60
pengtiao,烹调,100
penglongpaofeng,烹龙炮凤,60
fenghuotai,烽火台,60
fenghuoxianglian,烽火相连,60
fenggubuxi,烽鼓不息,60
hanfeng,焊缝,100
huanranyixin,焕然一新,60
beigan,焙干,100
fenhua,焚化,100
fenlinjieze,焚林竭泽,60
fenkushidan,焚枯食淡,60
fengaojigui,焚膏继晷,60
fenfeng,焚风,100
fenxiangsaodi,焚香扫地,60
fenguyanghui,焚骨扬灰,60
jiaohua,焦化,100
jiaochunganfei,焦唇干肺,60
jiaochunganshe,焦唇干舌,60
jiaoquaner,焦圈儿,60
jiaotoulane,焦头烂额,60
jiaogan,焦干,100
jiaoxinlaosi,焦心劳思,60
jiaoxinrezhong,焦心热中,60
jiaosi,焦思,100
jiaosikulv,焦思苦虑,60
jiaoshalanshi,焦沙烂石,60
jiaohu,焦煳,100
jiaoaotoushi,焦熬投石,60
jiaohu,焦糊,100
jiaojinliushi,焦金流石,60
jiaojinshuoshi,焦金烁石,60
xintianshuodi,焮天铄地,60
randidushu,然荻读书,60
jianzha,煎炸,100
jianao,煎熬,100
shazhu,煞住,100
shawei,煞尾,100
shaxing,煞星,100
shayoujieshi,煞有介事,60
shaqi,煞气,100
shabai,煞白,100
shashen,煞神,100
shabi,煞笔,100
shafeixinji,煞费心机,60
shafeikuxin,煞费苦心,60
shache,煞车,100
shafengjing,煞风景,60
meichen,煤尘,100
meihuer,煤核儿,60
meidu,煤毒,100
meiqilu,煤气炉,60
meiqiguan,煤气管,60
meiqibiao,煤气表,60
meiyoulu,煤油炉,60
meixun,煤熏,100
meiganshi,煤矸石,60
meibing,煤饼,100
zhaohui,照会,100
zhaogongxingshang,照功行赏,60
zhaofa,照发,100
zhaoshe,照射,100
zhaoying,照应,100
zhaodu,照度,100
zhaofu,照拂,100
zhaopaiji,照排机,60
zhaomingdan,照明弹,60
zhaomingdeng,照明灯,60
zhaopian,照片,100
zhaomaohuahu,照猫画虎,60
zhaoxiang,照相,100
zhaoxiangji,照相机,60
zhaoxiangban,照相版,60
zhaoxiangbu,照相簿,60
zhaoxiangzhi,照相纸,60
zhaokan,照看,100
zhaozhe,照着,100
zhaojian,照见,100
zhaoshuo,照说,100
zhaomianer,照面儿,60
weiganjiushi,煨干就湿,60
weiganbishi,煨干避湿,60
zhuzhoufenxu,煮粥焚须,60
shanfengdianhuo,煽风点火,60
xiongjuhuzhi,熊据虎跱,60
xiongzhuazi,熊爪子,60
xiongmao,熊猫,100
xiongpibaiwan,熊罴百万,60
xiongyaohubei,熊腰虎背,60
xundao,熏倒,100
xunzhi,熏制,100
xuntianhedi,熏天赫地,60
xunran,熏染,100
xunxun,熏熏,100
xunzhao,熏着,100
xunyoubutongqi,熏莸不同器,30
xunyoutongqi,熏莸同器,60
xunzheng,熏蒸,100
xunzhengji,熏蒸剂,60
xunwenzi,熏蚊子,60
xundoufu,熏豆腐,60
xuntou,熏透,100
xuntao,熏陶,100
xuntaochengxing,熏陶成性,60
xunfeng,熏风,100
xunfengjieyun,熏风解愠,60
xunxiang,熏香,100
xunyu,熏鱼,100
xunji,熏鸡,100
ronghua,熔化,100
rongjie,熔解,100
